member_id,first_name,last_name,email,position,phone,zip,major_name,college,budget_id,spent,remaining,Budget,event_name,Date,location,Expense,Income,city,county,state
recttfySfQnYb68u3,Annabella,Warren,annabella.warren@lpu.edu,Secretary,727-555-2732,60047,Human Experience Design and Interaction,College of Education & Human Services,recTUGXxhTaFZ2qkg,6,4,10,November Speaker,19-11-2019,MU 215,6,50,Lake Zurich,Lake County,Illinois
recttfySfQnYb68u3,Annabella,Warren,annabella.warren@lpu.edu,Secretary,727-555-2732,60047,Human Experience Design and Interaction,College of Education & Human Services,recutlCwBNym7tS12,16.28,8.72,25,November Speaker,19-11-2019,MU 215,16.28,50,Lake Zurich,Lake County,Illinois
recttfySfQnYb68u3,Annabella,Warren,annabella.warren@lpu.edu,Secretary,727-555-2732,60047,Human Experience Design and Interaction,College of Education & Human Services,reczf4LoOK6z7oOec,122.33,27.67,150,November Speaker,19-11-2019,MU 215,62.6,50,Lake Zurich,Lake County,Illinois
recttfySfQnYb68u3,Annabella,Warren,annabella.warren@lpu.edu,Secretary,727-555-2732,60047,Human Experience Design and Interaction,College of Education & Human Services,reczf4LoOK6z7oOec,122.33,27.67,150,November Speaker,19-11-2019,MU 215,59.73,50,Lake Zurich,Lake County,Illinois
recttfySfQnYb68u3,Annabella,Warren,annabella.warren@lpu.edu,Secretary,727-555-2732,60047,Human Experience Design and Interaction,College of Education & Human Services,recca5tkvdQgoLKZz,327.07,22.93,350,Yearly Kickoff,03-09-2019,MU 215,103.62,50,Lake Zurich,Lake County,Illinois
recttfySfQnYb68u3,Annabella,Warren,annabella.warren@lpu.edu,Secretary,727-555-2732,60047,Human Experience Design and Interaction,College of Education & Human Services,recca5tkvdQgoLKZz,327.07,22.93,350,Yearly Kickoff,03-09-2019,MU 215,28.15,50,Lake Zurich,Lake County,Illinois
recttfySfQnYb68u3,Annabella,Warren,annabella.warren@lpu.edu,Secretary,727-555-2732,60047,Human Experience Design and Interaction,College of Education & Human Services,recca5tkvdQgoLKZz,327.07,22.93,350,Yearly Kickoff,03-09-2019,MU 215,195.3,50,Lake Zurich,Lake County,Illinois
recttfySfQnYb68u3,Annabella,Warren,annabella.warren@lpu.edu,Secretary,727-555-2732,60047,Human Experience Design and Interaction,College of Education & Human Services,recvKTAWAFKkVNnXQ,122.06,27.94,150,Yearly Kickoff,03-09-2019,MU 215,122.06,50,Lake Zurich,Lake County,Illinois
recttfySfQnYb68u3,Annabella,Warren,annabella.warren@lpu.edu,Secretary,727-555-2732,60047,Human Experience Design and Interaction,College of Education & Human Services,recMc8TbR76rmUSHG,54.25,0.75,55,September Meeting,10-09-2019,MU 215,54.25,50,Lake Zurich,Lake County,Illinois
recttfySfQnYb68u3,Annabella,Warren,annabella.warren@lpu.edu,Secretary,727-555-2732,60047,Human Experience Design and Interaction,College of Education & Human Services,recwXIiKoBMjXJsGZ,101.94,48.06,150,September Meeting,10-09-2019,MU 215,51.81,50,Lake Zurich,Lake County,Illinois
recttfySfQnYb68u3,Annabella,Warren,annabella.warren@lpu.edu,Secretary,727-555-2732,60047,Human Experience Design and Interaction,College of Education & Human Services,recwXIiKoBMjXJsGZ,101.94,48.06,150,September Meeting,10-09-2019,MU 215,50.13,50,Lake Zurich,Lake County,Illinois
recD078PnS3x2doBe,Phillip,Cullen,phillip.cullen@lpu.edu,Vice President,905-555-5035,1020,Communication Studies,College of Humanities and Social Sciences,recJOc7f9KgpgJm5q,6,4,10,October Speaker,22-10-2019,MU 215,6,50,Chicopee,Hampden County,Massachusetts
recD078PnS3x2doBe,Phillip,Cullen,phillip.cullen@lpu.edu,Vice President,905-555-5035,1020,Communication Studies,College of Humanities and Social Sciences,recZuCiQzCDAs4zDQ,13.45,11.55,25,October Speaker,22-10-2019,MU 215,13.45,50,Chicopee,Hampden County,Massachusetts
recD078PnS3x2doBe,Phillip,Cullen,phillip.cullen@lpu.edu,Vice President,905-555-5035,1020,Communication Studies,College of Humanities and Social Sciences,recr60T1tLsfdICV8,154.34,0.66,155,October Speaker,22-10-2019,MU 215,92.82,50,Chicopee,Hampden County,Massachusetts
recD078PnS3x2doBe,Phillip,Cullen,phillip.cullen@lpu.edu,Vice President,905-555-5035,1020,Communication Studies,College of Humanities and Social Sciences,recr60T1tLsfdICV8,154.34,0.66,155,October Speaker,22-10-2019,MU 215,61.52,50,Chicopee,Hampden County,Massachusetts
recD078PnS3x2doBe,Phillip,Cullen,phillip.cullen@lpu.edu,Vice President,905-555-5035,1020,Communication Studies,College of Humanities and Social Sciences,recsI0IzpUuxl2bPh,67.81,7.19,75,October Speaker,22-10-2019,MU 215,67.81,50,Chicopee,Hampden County,Massachusetts
recD078PnS3x2doBe,Phillip,Cullen,phillip.cullen@lpu.edu,Vice President,905-555-5035,1020,Communication Studies,College of Humanities and Social Sciences,rec0QmEc3cSQFQ6V2,67.81,7.19,75,September Speaker,24-09-2019,MU 215,67.81,50,Chicopee,Hampden County,Massachusetts
recD078PnS3x2doBe,Phillip,Cullen,phillip.cullen@lpu.edu,Vice President,905-555-5035,1020,Communication Studies,College of Humanities and Social Sciences,rec5V70sIuIgpOzDT,173.06,-23.06,150,September Speaker,24-09-2019,MU 215,59.73,50,Chicopee,Hampden County,Massachusetts
recD078PnS3x2doBe,Phillip,Cullen,phillip.cullen@lpu.edu,Vice President,905-555-5035,1020,Communication Studies,College of Humanities and Social Sciences,rec5V70sIuIgpOzDT,173.06,-23.06,150,September Speaker,24-09-2019,MU 215,113.33,50,Chicopee,Hampden County,Massachusetts
recD078PnS3x2doBe,Phillip,Cullen,phillip.cullen@lpu.edu,Vice President,905-555-5035,1020,Communication Studies,College of Humanities and Social Sciences,recZdw5TjWrRTj4kp,6,4,10,September Speaker,24-09-2019,MU 215,6,50,Chicopee,Hampden County,Massachusetts
recD078PnS3x2doBe,Phillip,Cullen,phillip.cullen@lpu.edu,Vice President,905-555-5035,1020,Communication Studies,College of Humanities and Social Sciences,rectLnkwVg4AIgY0R,13.45,11.55,25,September Speaker,24-09-2019,MU 215,13.45,50,Chicopee,Hampden County,Massachusetts
recD078PnS3x2doBe,Phillip,Cullen,phillip.cullen@lpu.edu,Vice President,905-555-5035,1020,Communication Studies,College of Humanities and Social Sciences,recRQdaiKCxFAlPCy,295.12,4.88,300,Registration,01-09-2019,Campus Common,295.12,50,Chicopee,Hampden County,Massachusetts
recD078PnS3x2doBe,Phillip,Cullen,phillip.cullen@lpu.edu,Vice President,905-555-5035,1020,Communication Studies,College of Humanities and Social Sciences,rec1bG6HSft7XIvTP,121.14,28.86,150,October Meeting,08-10-2019,MU 215,69.33,50,Chicopee,Hampden County,Massachusetts
recD078PnS3x2doBe,Phillip,Cullen,phillip.cullen@lpu.edu,Vice President,905-555-5035,1020,Communication Studies,College of Humanities and Social Sciences,rec1bG6HSft7XIvTP,121.14,28.86,150,October Meeting,08-10-2019,MU 215,51.81,50,Chicopee,Hampden County,Massachusetts
recD078PnS3x2doBe,Phillip,Cullen,phillip.cullen@lpu.edu,Vice President,905-555-5035,1020,Communication Studies,College of Humanities and Social Sciences,recTxecmwIhCdIKvl,54.25,0.75,55,October Meeting,08-10-2019,MU 215,54.25,50,Chicopee,Hampden County,Massachusetts
recD078PnS3x2doBe,Phillip,Cullen,phillip.cullen@lpu.edu,Vice President,905-555-5035,1020,Communication Studies,College of Humanities and Social Sciences,recN9yY7okNrFps0Y,74.59,0.41,75,November Speaker,19-11-2019,MU 215,74.59,50,Chicopee,Hampden County,Massachusetts
recD078PnS3x2doBe,Phillip,Cullen,phillip.cullen@lpu.edu,Vice President,905-555-5035,1020,Communication Studies,College of Humanities and Social Sciences,recTUGXxhTaFZ2qkg,6,4,10,November Speaker,19-11-2019,MU 215,6,50,Chicopee,Hampden County,Massachusetts
recD078PnS3x2doBe,Phillip,Cullen,phillip.cullen@lpu.edu,Vice President,905-555-5035,1020,Communication Studies,College of Humanities and Social Sciences,recutlCwBNym7tS12,16.28,8.72,25,November Speaker,19-11-2019,MU 215,16.28,50,Chicopee,Hampden County,Massachusetts
recD078PnS3x2doBe,Phillip,Cullen,phillip.cullen@lpu.edu,Vice President,905-555-5035,1020,Communication Studies,College of Humanities and Social Sciences,reczf4LoOK6z7oOec,122.33,27.67,150,November Speaker,19-11-2019,MU 215,62.6,50,Chicopee,Hampden County,Massachusetts
recD078PnS3x2doBe,Phillip,Cullen,phillip.cullen@lpu.edu,Vice President,905-555-5035,1020,Communication Studies,College of Humanities and Social Sciences,reczf4LoOK6z7oOec,122.33,27.67,150,November Speaker,19-11-2019,MU 215,59.73,50,Chicopee,Hampden County,Massachusetts
recD078PnS3x2doBe,Phillip,Cullen,phillip.cullen@lpu.edu,Vice President,905-555-5035,1020,Communication Studies,College of Humanities and Social Sciences,recKjd7dcURsmP0KY,54.25,0.75,55,November Meeting,05-11-2019,MU 215,54.25,50,Chicopee,Hampden County,Massachusetts
recD078PnS3x2doBe,Phillip,Cullen,phillip.cullen@lpu.edu,Vice President,905-555-5035,1020,Communication Studies,College of Humanities and Social Sciences,recexNBMuCY9emh6y,174.25,-24.25,150,November Meeting,05-11-2019,MU 215,50.13,50,Chicopee,Hampden County,Massachusetts
